Contaminant Level (ppm),Population Density (people per km²),Access to Clean Water (% of Population),pH Level,Turbidity (NTU),Rainfall (mm per year),Healthcare Access Index (0-100),Region,Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Temperature (°C),GDP per Capita (USD),Country,Sanitation Coverage (% of Population),Bacteria Count (CFU/mL),"Diarrheal Cases per 100,000 people"
4.16,394,59.34,6.77,3.53,802,64.13,North,7.66,16.74,7.47,69212,China,94.12,1507,413
4.51,690,89.53,7.18,3.77,524,5.84,South,3.33,25.38,33.28,32625,Pakistan,33.76,4122,495
8.27,131,98.6,6.05,1.21,2164,76.85,South,3.95,38.98,23.3,96327,India,42.44,1518,389
0.98,318,33.63,7.83,0.84,1922,78.02,Central,4.34,13.22,35.37,90814,Indonesia,28.83,4150,26
7.04,217,70.62,7.04,1.97,2744,34.7,West,4.71,18.58,13.9,36166,Ethiopia,60.02,1934,14
3.38,135,66.4,7.31,3.83,515,80.63,North,8.11,41.56,23.25,28648,China,87.17,4344,158
3.1,514,56.33,6.29,4.69,1924,85.83,Central,3.62,38.5,23.09,83684,Nigeria,54.82,1801,427
9.33,713,89.61,8.48,2.14,2033,19.01,South,5.45,48.56,7.53,72979,Bangladesh,25.59,2622,213
2.48,945,70.3,6.76,3.87,371,35.09,South,9.38,49.8,39.68,7350,Ethiopia,41.08,856,459
6.43,71,51.92,7.59,2.35,1613,26.11,West,6.9,12.04,26.56,48832,Bangladesh,91.18,1876,393
2.75,64,61.09,7.45,1.48,780,37.44,North,4.86,45.02,26.57,91849,Brazil,64.6,1525,404
5.07,357,54.98,7.96,3.7,1501,44.69,North,9.7,4.73,11.87,31660,China,93.13,1416,430
7.86,383,60.11,6.73,3.99,1544,51.0,East,4.71,35.49,26.02,2054,Brazil,86.76,3479,438
8.82,532,34.99,7.89,1.01,283,3.51,North,9.34,11.0,33.32,57031,USA,53.14,3871,378
8.39,249,37.83,6.96,1.53,2335,5.52,West,8.08,15.02,32.54,57896,Brazil,70.68,1794,350
5.82,829,73.66,7.03,2.47,1371,65.52,East,8.18,47.32,36.79,61426,USA,73.15,3065,163
2.49,233,77.88,7.68,0.93,2038,44.27,East,8.35,13.16,5.95,93771,USA,79.74,2720,126
6.61,547,74.56,7.96,4.64,1143,8.97,South,6.55,33.66,7.31,66707,Ethiopia,46.64,4204,329
7.1,851,83.42,7.67,2.96,932,38.62,South,8.7,8.91,28.41,61948,Bangladesh,43.12,3676,57
0.11,864,96.05,8.25,0.61,2993,47.55,North,8.85,4.67,32.31,95756,Nigeria,74.77,352,146
4.39,57,90.24,6.71,0.92,2783,63.56,East,5.52,16.97,26.97,78548,Brazil,85.5,3231,470
8.43,822,59.3,8.25,4.77,1986,11.83,South,5.8,31.21,5.71,43937,China,53.14,1427,447
4.9,496,45.23,6.33,3.69,2575,99.48,West,9.22,12.4,23.8,34719,USA,45.69,2192,255
3.11,810,51.83,7.65,3.67,297,47.47,South,6.67,15.01,29.94,87733,Bangladesh,86.04,1777,109
8.72,969,71.14,7.37,0.36,413,68.08,South,9.07,35.44,5.48,71273,India,74.96,3536,393
1.56,599,89.93,7.24,4.48,1006,90.82,East,7.39,5.14,2.23,56690,Indonesia,47.48,1116,48
2.06,530,79.12,6.78,2.22,510,3.18,East,7.15,22.35,10.19,55695,Ethiopia,62.37,2320,181
6.87,343,68.01,7.26,3.3,1960,60.14,Central,3.22,47.09,3.63,27096,Nigeria,96.87,533,60
3.52,749,72.13,6.4,4.8,1595,54.04,West,4.95,19.85,5.94,24022,Mexico,79.99,1217,442
7.13,256,66.98,6.92,0.5,1701,5.74,East,6.51,21.71,8.13,43585,Ethiopia,37.73,2988,474
1.58,114,98.01,6.25,2.41,2430,69.3,North,7.11,36.91,21.23,26251,India,43.6,2228,234
2.52,523,87.13,7.43,0.25,2445,22.08,West,7.41,38.95,6.23,93016,Indonesia,41.22,1979,241
1.57,518,84.69,6.24,2.5,2182,70.19,West,8.01,38.48,24.19,9974,India,87.87,2076,129
9.53,897,66.21,6.4,1.26,1556,36.26,East,7.59,49.89,11.63,1034,Brazil,71.31,531,330
4.05,468,53.23,6.21,4.56,2657,77.01,West,8.94,3.57,12.42,12540,USA,95.2,3076,263
3.37,381,31.37,6.95,1.99,2968,94.18,East,5.07,49.11,38.7,41029,Nigeria,27.27,1944,402
0.14,791,33.04,8.1,3.17,556,86.05,South,7.49,47.51,32.21,5166,Pakistan,24.16,4235,207
1.53,685,32.12,8.27,4.3,1055,48.26,Central,3.36,42.61,16.97,37941,USA,74.1,3099,451
4.21,44,98.63,6.18,4.92,1398,22.53,South,6.36,22.71,17.9,68198,Pakistan,41.33,4357,141
0.69,585,38.01,7.59,2.52,2901,99.24,East,4.88,43.55,4.59,37266,Indonesia,74.33,3829,21
5.11,627,39.95,7.71,2.28,842,65.95,East,5.67,11.04,33.78,24385,Bangladesh,77.88,4114,16
4.55,253,63.89,7.33,0.38,1164,39.6,South,5.48,39.58,0.16,36960,Mexico,44.36,2584,362
7.67,418,63.7,7.67,0.06,838,48.15,North,3.42,9.26,5.78,26915,China,96.21,1548,318
6.6,874,94.4,6.58,3.04,1621,12.81,North,6.27,40.77,21.36,41790,USA,81.98,1488,121
4.46,530,35.15,7.22,0.33,2511,50.53,North,9.96,30.73,7.54,55315,Nigeria,49.39,3659,281
2.25,214,97.01,6.98,1.9,1714,17.32,East,5.09,4.9,25.31,60616,India,52.97,227,226
7.27,564,45.15,6.22,0.02,2976,36.57,West,8.15,44.77,0.15,46538,Nigeria,77.27,4471,419
7.08,787,97.91,7.56,3.08,726,49.18,East,6.83,28.9,3.94,50225,Indonesia,44.32,4831,372
1.53,706,67.89,7.24,2.13,2988,94.78,West,5.28,32.81,30.59,39414,Pakistan,43.63,4352,300
9.15,554,75.64,6.69,0.64,564,62.47,South,3.63,14.18,23.06,40818,India,69.99,4928,496
0.64,502,52.1,7.18,1.48,208,37.19,Central,4.51,43.58,0.78,99327,China,30.78,4796,285
0.55,914,72.83,7.94,2.85,312,11.31,West,8.47,27.26,8.23,96296,China,99.47,698,115
1.87,575,79.76,8.0,3.28,2722,74.72,North,4.95,21.06,9.56,42631,USA,42.98,437,148
9.09,753,30.73,7.62,2.31,678,46.69,East,4.01,26.71,33.96,44013,Indonesia,50.62,1684,403
5.2,278,32.4,7.17,4.02,1401,6.82,South,5.32,35.17,23.3,45639,Bangladesh,37.94,2153,169
7.88,161,99.05,7.44,0.56,1047,65.69,North,7.09,34.75,21.66,42881,Indonesia,71.48,4710,89
2.28,71,62.03,6.96,0.42,2729,35.01,South,7.92,17.88,3.47,10923,Pakistan,24.84,2914,118
4.9,177,95.51,6.32,0.22,1869,40.39,Central,5.71,19.26,26.28,2716,Nigeria,94.22,3217,183
3.58,393,81.09,6.96,2.68,2675,83.89,East,6.49,28.11,6.24,32804,China,44.32,959,395
8.28,836,56.11,7.33,3.53,2432,13.73,East,6.18,46.22,20.87,72372,Nigeria,94.19,1839,263
0.23,321,40.56,7.5,0.65,2040,34.04,Central,3.06,37.27,23.71,16073,Nigeria,40.28,277,226
2.44,585,98.47,8.34,3.19,915,36.37,East,5.77,19.52,33.68,87899,Nigeria,61.1,4220,92
1.53,69,70.91,7.94,2.38,780,0.33,West,7.11,16.85,32.26,24594,China,75.61,3756,116
8.59,986,43.46,6.38,4.94,575,84.53,South,6.99,26.18,7.6,75407,Ethiopia,69.01,1343,489
4.68,288,77.72,6.44,3.59,2926,83.53,North,8.25,43.5,36.65,36863,Brazil,61.0,4770,446
4.04,676,36.44,6.25,3.29,645,66.18,Central,7.69,0.43,0.11,21251,Pakistan,83.08,714,311
4.49,629,90.76,7.85,2.85,1235,89.89,West,4.94,35.52,13.21,55508,Ethiopia,57.64,1505,390
9.72,326,36.31,7.77,4.99,1420,27.29,North,4.79,14.73,2.65,10551,Pakistan,46.65,3921,317
8.5,309,46.53,8.47,4.9,2813,22.06,North,6.25,10.42,28.84,54653,India,77.49,2714,120
7.06,578,36.4,7.31,2.69,1071,6.85,Central,8.13,0.61,20.01,1237,Indonesia,94.98,1347,316
2.9,52,37.27,8.07,2.28,684,59.2,West,3.66,44.83,7.0,77020,Indonesia,68.11,2442,137
1.65,327,66.67,7.44,2.31,2583,49.64,North,9.64,45.61,3.41,19702,Mexico,42.38,4868,230
9.21,931,78.09,8.19,2.14,1552,81.04,North,6.8,3.07,9.04,13586,Indonesia,81.02,3960,305
4.23,993,85.19,7.8,2.66,2984,48.13,West,5.14,26.09,36.83,84583,China,80.95,1752,147
2.79,980,78.65,7.61,1.37,876,20.32,East,7.85,7.63,27.11,79284,Bangladesh,41.35,2505,283
4.71,870,55.44,7.41,4.63,1736,80.96,North,3.31,37.93,9.69,85496,USA,50.77,1737,141
9.18,121,69.01,7.81,2.45,1910,45.55,South,6.39,33.27,35.75,89336,Mexico,31.28,4169,331
3.87,969,94.94,7.05,4.21,1360,95.58,West,6.4,14.86,5.46,29237,USA,26.37,1108,7
5.63,974,57.13,6.24,2.38,2521,53.45,North,4.13,5.85,27.54,41986,Pakistan,84.59,2679,390
8.03,929,47.67,6.1,3.59,1581,11.67,Central,8.86,41.56,16.99,33716,USA,49.81,1037,4
4.27,978,66.35,7.2,1.68,1907,85.1,South,8.58,33.71,10.73,44680,USA,42.5,911,256
2.34,896,50.81,7.5,3.12,430,87.84,North,4.07,0.34,10.49,14936,Mexico,40.49,4889,366
9.95,516,48.33,6.2,2.49,2478,44.54,South,5.55,31.39,20.03,49594,India,25.98,2096,328
9.57,851,84.52,6.72,1.84,2957,2.6,South,3.7,40.51,37.26,24318,Nigeria,98.79,3013,491
8.43,916,92.36,6.81,4.41,2762,2.97,East,8.94,29.54,29.69,72909,Indonesia,49.36,358,245
6.88,744,65.16,7.41,0.56,2231,35.11,South,5.26,21.24,26.48,72733,Indonesia,33.14,1076,465
2.95,716,84.58,6.7,2.43,311,71.62,East,6.08,29.2,35.02,4661,China,89.13,2103,234
9.13,482,43.1,6.24,0.97,1132,33.11,West,5.27,30.99,22.81,10543,Mexico,77.85,4974,361
2.76,702,68.34,6.41,4.31,2011,0.77,East,5.17,32.0,7.68,66155,China,73.01,3527,9
8.01,180,74.53,6.43,1.27,1572,84.86,Central,8.23,48.35,39.09,15080,Bangladesh,43.78,2302,241
9.18,369,64.35,8.11,3.17,1259,96.87,North,8.23,8.93,21.39,54136,Bangladesh,53.24,4100,441
6.03,420,38.18,6.71,0.83,1431,34.64,West,6.62,31.15,12.61,13074,China,87.29,1604,320
8.03,266,81.39,7.79,2.02,203,7.31,West,7.6,9.4,31.13,32291,Mexico,71.19,1075,187
7.92,58,88.74,7.42,4.5,1343,29.14,Central,6.58,10.5,18.56,85267,China,47.65,4048,403
1.93,569,74.47,8.44,0.83,2356,79.9,East,3.2,33.46,0.5,51442,Indonesia,28.74,328,313
6.68,473,41.84,6.68,3.32,1752,54.23,North,3.46,45.8,12.8,50002,Ethiopia,92.02,3232,426
0.93,748,35.22,6.4,1.02,1962,38.4,East,5.69,7.95,18.29,10894,Brazil,96.44,3477,412
5.08,728,51.11,6.13,2.08,1920,33.42,South,8.25,48.12,14.9,93944,USA,77.5,1002,1
1.62,235,32.59,6.6,2.7,938,11.54,East,9.39,15.97,22.07,2750,Brazil,75.31,4878,153
4.16,702,88.75,7.71,2.89,2296,33.95,West,3.21,19.57,7.33,21944,Mexico,63.02,576,202
8.33,532,79.21,6.21,3.01,1332,47.01,North,5.58,7.68,22.9,47464,Brazil,97.72,326,216
9.87,402,69.46,6.61,3.2,2727,67.31,East,4.57,30.79,39.46,23467,Bangladesh,75.53,1527,481
3.18,838,92.27,8.14,1.36,1916,26.21,North,8.71,29.82,30.15,20121,Pakistan,26.14,2821,314
5.32,642,37.71,7.46,2.01,721,89.74,North,8.92,22.11,27.38,88942,USA,27.34,1465,104
5.11,97,80.01,6.17,0.19,2623,48.48,South,4.44,23.8,8.02,25123,Nigeria,97.09,3225,0
9.54,110,40.26,6.12,3.84,1346,40.52,South,7.98,31.15,23.27,92888,Mexico,95.46,2281,253
4.79,108,34.26,6.15,4.19,2835,59.4,West,8.12,29.17,32.79,61640,USA,64.63,4747,286
6.99,543,39.3,8.35,1.0,834,16.76,Central,4.24,18.71,9.63,55499,Brazil,37.13,2380,293
9.22,625,96.57,8.12,1.01,848,10.66,North,6.04,44.21,3.47,46545,Bangladesh,66.68,494,277
3.73,495,60.83,8.11,0.21,1372,34.65,Central,7.34,33.38,26.47,96707,India,81.08,1138,193
9.02,80,33.43,8.31,4.85,1224,3.99,West,3.18,10.27,26.94,47396,Ethiopia,20.66,2416,430
9.17,437,70.85,7.26,4.04,922,37.76,North,5.83,16.0,32.18,15516,Nigeria,85.83,1356,256
9.31,295,43.98,6.62,1.8,566,67.15,North,4.08,39.39,25.18,81417,Ethiopia,57.18,1153,249
2.7,325,30.48,7.0,2.41,2393,81.21,Central,6.79,5.23,33.92,16821,USA,57.05,3249,247
4.0,486,83.09,7.8,1.46,2860,57.98,East,8.9,37.51,10.64,11876,Bangladesh,54.74,2142,87
8.7,576,40.84,8.19,2.99,2130,69.13,South,6.67,17.94,1.41,18776,Bangladesh,75.35,3388,433
3.59,136,95.97,7.09,3.59,2479,83.31,East,3.25,27.58,29.31,83317,Brazil,36.76,1124,419
6.0,560,71.5,7.34,2.24,818,77.31,Central,3.21,14.03,15.44,35006,Indonesia,68.53,801,252
1.18,434,36.09,8.33,4.37,2716,32.0,South,7.24,49.32,8.39,79892,Brazil,23.53,2042,428
0.56,914,45.25,6.27,2.59,411,57.34,East,5.3,45.29,2.07,26044,Indonesia,84.91,207,163
4.12,906,72.76,8.16,0.72,464,26.49,South,7.01,46.42,30.22,77230,Indonesia,85.24,2654,494
5.79,396,53.67,6.4,3.11,1481,57.63,North,4.15,9.24,33.05,61004,Nigeria,44.95,472,161
3.93,974,67.25,7.21,2.31,824,42.6,East,8.44,42.08,15.56,46201,Brazil,28.43,1638,264
5.78,148,85.97,6.55,4.68,1867,37.28,South,9.03,26.77,35.4,35771,India,79.82,135,459
5.15,141,85.48,7.51,1.96,2003,18.36,South,9.22,35.39,16.62,22944,China,57.62,4356,109
6.86,245,78.86,7.4,2.01,1434,56.18,South,5.13,10.88,38.06,87570,China,94.0,1170,339
6.5,170,92.02,6.95,3.25,1216,72.93,East,7.63,35.6,39.33,89166,Brazil,48.28,457,387
4.24,426,43.96,8.16,2.63,1306,57.13,West,4.95,45.71,32.71,10162,Brazil,87.32,1436,206
4.25,566,42.41,7.65,1.87,961,6.92,East,8.34,13.37,10.25,53151,Ethiopia,22.03,3571,318
1.41,413,85.95,7.8,4.95,548,92.43,Central,3.84,11.67,14.65,77858,Nigeria,81.82,2148,131
5.13,174,52.46,6.38,1.51,2542,0.55,East,8.34,5.22,21.31,13752,Brazil,74.26,4242,132
5.87,861,65.85,8.21,1.39,2435,88.51,South,6.08,13.34,13.15,27714,Ethiopia,62.1,4812,393
4.76,235,82.08,6.42,4.32,1095,76.61,North,8.99,26.79,32.76,35829,Indonesia,92.83,506,107
3.26,158,57.72,6.56,0.02,2151,9.66,East,8.17,41.64,37.1,16850,Bangladesh,95.36,2605,171
7.22,323,39.11,6.32,1.01,530,23.66,East,5.64,13.94,39.43,20487,Bangladesh,94.37,2383,39
0.75,316,77.56,7.1,2.95,2288,34.9,South,9.32,31.06,13.45,50038,Indonesia,67.82,445,291
9.14,848,87.2,8.22,0.81,2203,91.03,North,4.98,23.98,10.81,7261,Mexico,61.55,2781,34
0.21,665,30.9,6.63,4.93,1823,97.99,North,9.77,14.43,6.44,24858,Ethiopia,41.52,443,58
9.62,745,69.38,6.93,2.32,1122,8.72,Central,8.37,25.52,1.9,55101,Ethiopia,32.97,117,192
4.62,429,62.86,8.12,2.99,1718,39.69,East,9.93,8.4,7.08,90749,Indonesia,64.57,1540,209
4.13,187,48.17,7.54,0.8,1532,14.93,North,3.38,31.98,11.38,4251,India,31.88,2770,371
2.56,340,41.27,7.88,1.45,1217,27.84,North,4.92,5.78,15.64,6344,Pakistan,33.77,566,30
0.1,513,43.16,6.54,3.07,2486,98.11,West,8.19,36.55,4.39,29653,USA,48.54,3602,173
2.75,697,80.75,7.79,2.75,2846,98.44,West,9.46,8.89,32.81,8991,Indonesia,34.94,1936,304
1.09,550,67.53,6.57,3.92,2909,47.21,North,3.2,49.91,24.76,16915,Brazil,60.14,4183,389
6.6,307,98.68,8.47,1.35,204,18.31,Central,3.0,41.18,22.51,9233,Brazil,73.1,1652,197
3.19,619,47.03,7.4,3.27,2565,54.7,North,4.79,17.19,21.81,31016,Nigeria,75.83,4571,105
7.67,196,96.98,7.74,1.45,870,32.07,South,8.97,21.31,11.6,50198,Indonesia,62.62,4390,274
2.07,960,66.06,6.3,2.93,246,92.88,East,8.37,12.96,37.5,15259,Nigeria,61.74,4815,95
9.0,897,40.22,6.63,3.03,1516,81.82,Central,5.38,38.36,9.27,86560,Indonesia,57.98,4781,169
5.23,851,40.37,6.35,0.61,1249,30.88,South,3.01,19.04,26.75,25455,Ethiopia,39.62,2686,29
1.15,460,72.6,6.98,2.74,1438,1.83,Central,6.88,37.76,10.12,84335,USA,72.34,1203,281
4.01,927,88.2,6.71,0.06,498,99.8,South,4.67,0.92,39.58,54706,Ethiopia,72.56,2937,386
2.07,745,82.34,7.83,2.51,260,68.33,East,8.22,6.78,36.47,27261,Pakistan,40.46,405,160
2.0,629,75.89,6.27,3.49,2631,42.57,East,6.12,18.25,10.58,24610,Bangladesh,76.05,3907,305
5.06,93,42.05,7.88,0.36,2060,28.85,West,7.75,5.45,39.5,13195,China,88.64,4214,414
6.72,901,37.58,6.11,4.69,1862,0.44,South,8.97,30.06,25.04,90796,Indonesia,67.58,4079,110
9.12,267,30.02,6.51,2.29,2144,15.4,West,6.75,2.54,29.14,76293,Pakistan,29.4,312,211
5.02,657,37.13,7.98,4.69,2024,0.59,South,5.35,42.99,11.32,51372,Bangladesh,46.18,162,195
9.66,123,83.65,7.86,0.54,955,59.76,West,8.39,38.07,8.64,65953,Mexico,27.42,1528,95
9.42,818,92.67,7.19,4.75,775,66.33,East,4.86,10.81,34.32,33438,USA,44.16,4388,337
8.65,649,46.82,6.12,0.55,2424,76.68,Central,9.24,24.19,11.01,32320,Nigeria,36.96,4785,137
5.0,98,85.64,7.52,2.31,292,18.7,West,3.5,22.59,36.7,9091,Nigeria,64.37,1565,277
1.41,660,43.92,7.02,4.69,1731,9.6,South,8.85,36.24,14.67,48513,Ethiopia,53.88,4768,446
2.18,545,47.45,6.79,1.16,1750,65.05,South,3.64,20.08,0.37,12284,Brazil,77.81,398,309
6.48,931,45.69,7.6,0.17,2523,49.99,East,3.39,1.65,23.69,65212,Bangladesh,49.04,3586,178
4.22,556,33.62,7.09,3.97,733,87.57,South,5.54,13.69,14.15,28728,Mexico,32.38,1047,336
1.47,654,43.58,6.23,2.98,2001,53.33,North,9.7,23.31,39.04,83760,Pakistan,38.88,1942,233
4.79,920,56.15,8.29,2.57,2191,44.48,Central,9.88,48.72,15.47,63486,USA,63.66,3130,248
0.17,627,58.38,7.95,0.17,2430,48.8,West,4.41,44.06,12.58,24966,Bangladesh,55.99,2796,131
7.34,791,51.66,6.14,3.27,1063,78.23,Central,4.04,9.07,22.66,12313,Mexico,23.41,239,248
0.74,430,66.03,7.31,0.86,611,1.83,East,5.47,36.16,29.2,93187,China,36.8,2358,292
6.29,795,56.46,6.21,4.66,1872,91.82,West,5.36,46.84,38.66,7120,Indonesia,43.74,671,454
7.93,981,97.93,8.09,3.43,1254,71.42,West,8.32,0.44,2.78,26424,Nigeria,78.03,2619,498
1.33,972,86.51,7.53,3.54,2462,88.53,North,6.11,36.05,16.78,73958,Pakistan,78.43,2461,62
5.19,625,95.17,6.43,1.16,2599,95.96,East,8.46,22.97,26.55,54506,Nigeria,75.84,3393,306
7.79,183,69.02,6.05,4.4,2065,22.6,South,8.24,34.01,0.2,35357,Pakistan,85.48,401,391
2.61,746,77.48,6.08,2.69,1962,57.83,North,7.05,30.28,19.56,99037,Ethiopia,89.91,2106,256
1.63,589,41.67,7.27,4.29,1408,48.6,North,8.83,49.23,32.26,17439,Brazil,25.69,4148,247
3.37,511,82.7,7.84,1.35,1126,53.76,Central,4.37,14.44,2.03,93096,Pakistan,59.44,1087,263
5.55,578,46.52,6.3,3.78,1810,4.73,Central,4.13,39.31,13.62,76182,Nigeria,31.92,1142,466
5.75,561,40.21,6.55,2.87,431,91.4,Central,8.25,11.73,16.04,63243,Ethiopia,48.32,4381,336
1.31,483,32.93,6.82,0.24,1297,95.47,North,4.71,21.78,28.65,69311,Pakistan,73.06,2065,360
4.58,222,63.06,6.55,2.03,452,68.51,South,3.02,48.77,11.83,15578,China,68.13,3908,499
2.68,182,50.08,6.98,0.92,633,25.83,West,9.38,38.31,9.85,58646,Brazil,30.28,4255,438
8.42,409,99.07,7.4,1.8,2156,78.72,Central,7.36,15.79,4.62,38214,Pakistan,80.57,3959,367
3.14,633,47.49,7.71,1.92,2988,73.08,South,6.11,30.97,39.84,1345,Ethiopia,82.96,141,392
8.39,839,90.66,8.41,2.37,1422,57.46,East,8.08,2.48,18.87,31178,Bangladesh,31.13,396,178
4.29,288,52.15,8.33,3.0,2971,17.02,Central,5.33,13.32,1.93,7153,India,69.25,2627,399
7.27,225,82.44,7.43,2.85,283,20.12,West,9.68,35.92,3.06,67355,Mexico,95.62,4629,436
5.1,722,76.19,7.84,0.19,911,58.94,East,3.48,28.5,5.12,86537,India,27.52,1555,314
6.22,519,69.32,8.38,3.75,1880,12.88,East,7.49,23.48,8.47,43170,India,33.17,2508,300
3.95,604,59.18,6.21,4.75,416,72.39,West,8.44,34.54,29.62,21987,USA,81.24,4381,498
7.68,228,76.98,6.01,1.74,1460,21.26,Central,6.28,19.92,22.35,80368,China,46.95,1028,164
4.25,113,58.51,6.07,0.9,2758,91.05,North,8.28,1.31,31.07,25317,Bangladesh,96.45,2176,90
4.57,60,68.37,7.41,2.7,2505,89.97,West,9.49,22.05,0.79,68926,Indonesia,69.95,670,321
5.18,778,71.29,7.91,3.52,2476,29.36,West,8.21,45.11,10.6,35893,Pakistan,58.66,4594,191
8.32,86,48.71,6.92,3.39,497,8.34,West,5.17,42.83,16.22,6013,Mexico,47.01,1855,291
6.59,438,53.78,7.36,3.06,2865,61.14,East,6.93,20.45,17.16,61342,Brazil,39.13,3429,75
3.49,13,31.26,7.29,0.73,704,44.84,South,9.38,1.11,2.14,9144,Bangladesh,72.0,2078,305
6.7,320,89.65,6.24,4.18,850,14.37,North,6.14,31.82,20.46,97262,Nigeria,67.36,2006,98
6.42,98,82.92,6.8,2.13,1947,53.15,Central,7.77,37.06,11.46,34897,Indonesia,48.63,1688,94
9.31,659,42.85,6.05,1.11,1862,99.27,Central,6.26,14.71,7.66,24020,USA,93.42,4431,180
8.41,480,55.34,6.28,0.43,1984,6.9,South,3.85,23.83,26.85,48012,USA,80.94,569,440
6.47,771,59.47,8.03,2.08,2687,26.39,West,3.41,49.59,3.35,54369,Bangladesh,40.81,4694,402
3.42,372,53.41,8.07,3.09,1808,53.86,North,9.67,28.82,34.68,33826,Ethiopia,95.47,1146,153
7.8,39,85.88,8.0,3.33,2420,79.34,Central,7.29,17.55,35.99,41338,India,80.44,3774,373
5.75,919,80.78,7.82,4.81,1140,1.88,Central,3.73,31.37,13.02,62811,Nigeria,91.77,864,355
9.85,745,83.7,7.98,0.77,2916,73.28,West,9.0,9.0,39.48,44175,USA,30.9,4900,323
2.48,167,93.29,7.68,4.93,361,13.99,South,6.66,9.96,16.05,64579,Mexico,22.64,4409,111
0.8,526,71.66,7.67,3.27,2241,83.07,North,8.4,46.25,38.49,67104,USA,59.43,27,170
0.7,502,73.02,7.67,2.27,806,69.22,South,3.89,11.96,39.48,44214,Brazil,55.85,1029,252
6.4,280,80.54,7.29,4.44,1057,45.65,South,9.35,15.54,33.08,42720,Pakistan,89.58,1996,382
9.39,410,77.69,6.91,3.47,2112,82.16,North,7.13,27.19,4.99,11462,USA,33.77,1341,350
0.02,57,90.89,7.83,1.74,1971,73.3,North,8.17,44.98,23.38,65606,Brazil,21.89,1248,121
7.26,362,83.91,6.75,4.42,219,75.92,Central,3.22,39.07,29.28,81508,Bangladesh,62.34,2136,441
6.57,725,38.43,7.36,3.33,2829,29.01,Central,5.21,2.19,3.1,87022,Bangladesh,34.21,2087,204
7.32,290,94.99,7.08,3.49,601,61.94,North,4.87,34.65,35.75,73846,Indonesia,23.96,680,244
3.55,509,77.82,6.69,4.48,911,14.11,East,9.65,25.2,34.07,74032,USA,21.78,374,126
8.2,284,38.9,8.44,2.24,1667,82.09,Central,4.3,23.78,37.35,17333,Mexico,31.39,3369,490
0.45,68,84.04,6.65,3.28,1918,52.67,East,7.95,34.58,20.57,69675,USA,50.07,3045,358
7.55,190,55.09,6.77,3.72,2555,82.49,North,3.3,9.81,12.97,2413,Mexico,90.72,2337,314
2.67,480,86.42,6.4,2.27,1760,21.12,Central,4.38,49.07,20.25,44257,China,80.85,805,45
4.77,688,96.88,8.06,0.42,1713,13.03,South,5.37,32.27,29.17,57576,Indonesia,62.41,3039,451
8.23,904,47.87,7.47,3.86,1568,68.9,North,8.56,18.28,16.65,71364,China,54.43,278,295
2.71,782,90.02,7.53,0.24,1549,5.84,West,8.53,30.01,14.07,38677,USA,56.46,1405,235
1.85,433,84.15,8.05,3.59,2796,24.4,East,9.67,10.82,3.08,52197,Indonesia,90.77,787,140
6.81,222,76.98,6.86,4.55,2154,90.87,North,9.42,31.69,17.89,93866,China,77.97,1332,120
5.33,963,56.94,6.48,1.73,2430,13.28,North,3.57,1.41,15.72,62339,India,33.76,4372,360
5.14,109,37.69,6.5,0.51,1067,37.56,Central,8.81,17.06,26.53,71363,USA,95.18,3147,8
2.57,471,63.87,7.83,1.16,1991,94.56,Central,6.16,37.38,17.55,30618,China,81.83,2345,65
0.35,911,37.4,7.54,2.81,223,2.0,Central,9.06,40.4,0.16,36729,India,22.73,3449,482
4.1,28,65.01,6.52,4.71,2483,44.53,West,3.63,12.65,19.37,8033,India,60.18,432,308
1.07,845,87.42,6.36,2.56,2000,78.65,Central,8.76,26.97,30.95,64571,Bangladesh,72.22,1009,459
9.06,545,99.83,6.3,0.56,2750,90.9,North,4.12,26.42,37.81,67495,USA,24.88,3849,80
0.41,99,43.86,7.57,3.14,454,73.56,Central,5.34,21.07,7.72,65323,India,48.24,316,259
4.32,499,44.55,6.0,3.66,576,88.84,South,3.2,11.42,16.9,88902,Bangladesh,71.86,4216,381
0.52,668,86.76,6.05,1.97,1332,3.44,Central,3.87,35.16,33.9,44678,China,85.29,1365,397
0.96,324,62.83,6.97,3.61,2042,9.99,West,6.12,12.62,1.71,30911,Brazil,98.17,4399,468
6.59,326,94.11,7.73,1.62,1541,73.77,South,8.73,45.55,14.0,17340,USA,29.73,935,104
6.47,41,83.83,7.74,3.95,621,75.33,North,8.42,26.43,23.64,8668,Indonesia,70.59,3518,391
0.33,883,81.55,7.08,1.71,330,60.53,North,4.65,43.52,13.7,59728,Mexico,91.42,3787,96
0.01,566,37.14,7.73,1.28,1143,73.03,East,4.06,14.54,19.58,38798,Mexico,77.35,2768,189
0.79,428,32.51,7.3,4.4,1648,85.81,South,5.72,40.35,37.56,66680,China,70.59,495,428
7.63,447,52.17,8.44,2.74,418,54.55,East,9.18,5.68,0.96,76557,Ethiopia,37.15,3592,347
5.85,753,45.21,6.41,1.43,1808,94.73,South,3.64,38.34,3.12,13201,Ethiopia,85.22,2232,194
0.38,139,79.86,7.5,4.68,396,69.42,South,6.8,19.35,7.88,73300,China,65.0,4018,445
4.88,746,61.55,7.23,3.45,2842,47.2,West,3.62,23.5,15.4,27286,India,28.91,2935,333
